asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\manual_schedule\config.json to output directory E:\TSCH-2022\results\2022-04-28_12-03-55\config.json[MAIN]
asn=3979 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3988 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=3999 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4003 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4005 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4021 	id=7   	Node	scanning on channel=25...[NODE]
asn=4021 	id=6   	Node	scanning on channel=20...[NODE]
asn=4021 	id=12  	Node	scanning on channel=20...[NODE]
asn=4021 	id=2   	Node	scanning on channel=20...[NODE]
asn=4021 	id=11  	Node	scanning on channel=26...[NODE]
asn=4021 	id=5   	Node	scanning on channel=25...[NODE]
asn=4021 	id=14  	Node	scanning on channel=26...[NODE]
asn=4036 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4044 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4051 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4063 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4088 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4102 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4107 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4119 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4122 	id=13  	Node	scanning on channel=26...[NODE]
asn=4122 	id=14  	Node	scanning on channel=20...[NODE]
asn=4122 	id=8   	Node	scanning on channel=26...[NODE]
asn=4122 	id=11  	Node	scanning on channel=20...[NODE]
asn=4122 	id=7   	Node	scanning on channel=26...[NODE]
asn=4122 	id=9   	Node	scanning on channel=25...[NODE]
asn=4122 	id=12  	Node	scanning on channel=26...[NODE]
asn=4126 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4130 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4133 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4135 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4160 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4161 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4193 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4200 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4217 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4220 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4223 	id=12  	Node	scanning on channel=15...[NODE]
asn=4223 	id=2   	Node	scanning on channel=25...[NODE]
asn=4223 	id=13  	Node	scanning on channel=25...[NODE]
asn=4223 	id=14  	Node	scanning on channel=26...[NODE]
asn=4223 	id=7   	Node	scanning on channel=20...[NODE]
asn=4223 	id=10  	Node	scanning on channel=25...[NODE]
asn=4223 	id=8   	Node	scanning on channel=25...[NODE]
asn=4223 	id=5   	Node	scanning on channel=15...[NODE]
asn=4224 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4225 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4234 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4255 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4278 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4279 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4284 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4293 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4307 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4324 	id=11  	Node	scanning on channel=25...[NODE]
asn=4324 	id=5   	Node	scanning on channel=26...[NODE]
asn=4324 	id=12  	Node	scanning on channel=25...[NODE]
asn=4324 	id=8   	Node	scanning on channel=26...[NODE]
asn=4324 	id=14  	Node	scanning on channel=20...[NODE]
asn=4324 	id=13  	Node	scanning on channel=15...[NODE]
asn=4324 	id=9   	Node	scanning on channel=20...[NODE]
asn=4324 	id=7   	Node	scanning on channel=25...[NODE]
asn=4326 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4332 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4343 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4352 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4352 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4352 	id=4   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=4352 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4352 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4352 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4352 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 21], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=4352 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4355 	id=1   	App	rx app packet seqnum=21 from=4 at cell [ts: 3, co: 2][NODE]
asn=4355 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=21 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=4355 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4355 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4369 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4385 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4391 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4391 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4391 	id=3   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=4391 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4391 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4391 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4391 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 7], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=4391 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4394 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4402 	id=1   	App	rx app packet seqnum=7 from=3 at cell [ts: 2, co: 1][NODE]
asn=4402 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=4402 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4402 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4425 	id=10  	Node	scanning on channel=20...[NODE]
asn=4425 	id=7   	Node	scanning on channel=20...[NODE]
asn=4425 	id=9   	Node	scanning on channel=15...[NODE]
asn=4425 	id=11  	Node	scanning on channel=26...[NODE]
asn=4425 	id=6   	Node	scanning on channel=25...[NODE]
asn=4425 	id=5   	Node	scanning on channel=20...[NODE]
asn=4425 	id=14  	Node	scanning on channel=15...[NODE]
asn=4425 	id=8   	Node	scanning on channel=25...[NODE]
asn=4432 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4432 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4432 	id=3   	App	generate a packet, seqnum=8 for=1 [PACKET_SOURCE]
asn=4432 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4432 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4432 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4432 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 8], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=4432 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4434 	id=1   	App	rx app packet seqnum=8 from=3 at cell [ts: 2, co: 1][NODE]
asn=4434 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=8 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=4434 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4434 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4435 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4441 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4444 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4460 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4481 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4482 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4495 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4500 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4509 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4526 	id=10  	Node	scanning on channel=15...[NODE]
asn=4526 	id=8   	Node	scanning on channel=15...[NODE]
asn=4526 	id=2   	Node	scanning on channel=20...[NODE]
asn=4526 	id=7   	Node	scanning on channel=26...[NODE]
asn=4526 	id=5   	Node	scanning on channel=25...[NODE]
asn=4526 	id=6   	Node	scanning on channel=20...[NODE]
asn=4526 	id=9   	Node	scanning on channel=20...[NODE]
asn=4526 	id=11  	Node	scanning on channel=25...[NODE]
asn=4526 	id=12  	Node	scanning on channel=20...[NODE]
asn=4527 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4562 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4574 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4579 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4582 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4582 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4582 	id=4   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=4582 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4582 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4582 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4582 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 22], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=4582 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4595 	id=1   	App	rx app packet seqnum=22 from=4 at cell [ts: 3, co: 2][NODE]
asn=4595 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=22 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=4595 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4595 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4604 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4606 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4611 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4613 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4616 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4627 	id=10  	Node	scanning on channel=26...[NODE]
asn=4627 	id=14  	Node	scanning on channel=20...[NODE]
asn=4627 	id=12  	Node	scanning on channel=25...[NODE]
asn=4627 	id=11  	Node	scanning on channel=20...[NODE]
asn=4627 	id=7   	Node	scanning on channel=15...[NODE]
asn=4627 	id=8   	Node	scanning on channel=26...[NODE]
asn=4627 	id=2   	Node	scanning on channel=25...[NODE]
asn=4627 	id=6   	Node	scanning on channel=26...[NODE]
asn=4627 	id=5   	Node	scanning on channel=15...[NODE]
asn=4627 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4635 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4647 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4658 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4672 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4675 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4675 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4675 	id=4   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=4675 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4675 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4675 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4675 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 23], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=4675 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4675 	id=1   	App	rx app packet seqnum=23 from=4 at cell [ts: 3, co: 2][NODE]
asn=4675 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=23 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=4675 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4675 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4697 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4702 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4704 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4704 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4704 	id=3   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=4704 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4704 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4704 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4704 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 9], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=4704 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4706 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4706 	id=1   	App	rx app packet seqnum=9 from=3 at cell [ts: 2, co: 1][NODE]
asn=4706 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=4706 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4706 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4712 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4728 	id=5   	Node	scanning on channel=25...[NODE]
asn=4728 	id=6   	Node	scanning on channel=15...[NODE]
asn=4728 	id=2   	Node	scanning on channel=26...[NODE]
asn=4728 	id=13  	Node	scanning on channel=20...[NODE]
asn=4728 	id=11  	Node	scanning on channel=15...[NODE]
asn=4728 	id=14  	Node	scanning on channel=25...[NODE]
asn=4728 	id=7   	Node	scanning on channel=20...[NODE]
asn=4732 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4747 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4753 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4767 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4790 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4796 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4809 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4816 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4816 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4819 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4829 	id=9   	Node	scanning on channel=25...[NODE]
asn=4829 	id=7   	Node	scanning on channel=25...[NODE]
asn=4829 	id=12  	Node	scanning on channel=20...[NODE]
asn=4829 	id=6   	Node	scanning on channel=26...[NODE]
asn=4829 	id=14  	Node	scanning on channel=20...[NODE]
asn=4829 	id=13  	Node	scanning on channel=25...[NODE]
asn=4829 	id=2   	Node	scanning on channel=15...[NODE]
asn=4829 	id=10  	Node	scanning on channel=20...[NODE]
asn=4829 	id=11  	Node	scanning on channel=26...[NODE]
asn=4833 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4874 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4876 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4887 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4887 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4887 	id=4   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=4887 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4887 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4887 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4887 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 24], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=4887 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4899 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4899 	id=1   	App	rx app packet seqnum=24 from=4 at cell [ts: 3, co: 2][NODE]
asn=4899 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=24 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=4899 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4899 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4910 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4910 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4919 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4926 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4930 	id=8   	Node	scanning on channel=15...[NODE]
asn=4930 	id=10  	Node	scanning on channel=26...[NODE]
asn=4930 	id=9   	Node	scanning on channel=15...[NODE]
asn=4930 	id=2   	Node	scanning on channel=20...[NODE]
asn=4930 	id=5   	Node	scanning on channel=26...[NODE]
asn=4930 	id=12  	Node	scanning on channel=25...[NODE]
asn=4930 	id=6   	Node	scanning on channel=25...[NODE]
asn=4930 	id=13  	Node	scanning on channel=26...[NODE]
asn=4930 	id=14  	Node	scanning on channel=25...[NODE]
asn=4932 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4936 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4952 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4993 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=4993 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=4993 	id=3   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=4993 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=4993 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=4993 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=4993 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 10], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=4993 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=4994 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4994 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=4994 	id=1   	App	rx app packet seqnum=10 from=3 at cell [ts: 2, co: 1][NODE]
asn=4994 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=4994 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=4994 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=4995 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5007 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5031 	id=13  	Node	scanning on channel=15...[NODE]
asn=5031 	id=14  	Node	scanning on channel=26...[NODE]
asn=5031 	id=6   	Node	scanning on channel=20...[NODE]
asn=5031 	id=11  	Node	scanning on channel=25...[NODE]
asn=5031 	id=8   	Node	scanning on channel=26...[NODE]
asn=5031 	id=12  	Node	scanning on channel=20...[NODE]
asn=5031 	id=9   	Node	scanning on channel=26...[NODE]
asn=5031 	id=10  	Node	scanning on channel=20...[NODE]
asn=5031 	id=7   	Node	scanning on channel=20...[NODE]
asn=5031 	id=5   	Node	scanning on channel=25...[NODE]
asn=5031 	id=2   	Node	scanning on channel=15...[NODE]
asn=5039 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5039 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5052 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5064 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5104 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5123 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=5123 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=5123 	id=4   	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=5123 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=5123 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=5123 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=5123 	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 25], channel offset=2 timeslot=3[SCHEDULER NEW]
asn=5123 	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=5123 	id=1   	App	rx app packet seqnum=25 from=4 at cell [ts: 3, co: 2][NODE]
asn=5123 	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=25 packet buffer: timeslot: 3 channel offset: 2 acked=true, remove packet[NODE]
asn=5123 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5123 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5132 	id=2   	Node	scanning on channel=25...[NODE]
asn=5132 	id=5   	Node	scanning on channel=20...[NODE]
asn=5132 	id=13  	Node	scanning on channel=25...[NODE]
asn=5132 	id=14  	Node	scanning on channel=15...[NODE]
asn=5132 	id=10  	Node	scanning on channel=15...[NODE]
asn=5132 	id=6   	Node	scanning on channel=26...[NODE]
asn=5132 	id=11  	Node	scanning on channel=20...[NODE]
asn=5132 	id=9   	Node	scanning on channel=25...[NODE]
asn=5136 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5141 	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=5141 	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=5141 	id=3   	App	generate a packet, seqnum=11 for=1 [PACKET_SOURCE]
asn=5141 	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=5141 	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=5141 	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=5141 	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 11], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=5141 	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=5154 	id=1   	App	rx app packet seqnum=11 from=3 at cell [ts: 2, co: 1][NODE]
asn=5154 	id=3   	Node	tx done from=3 source=3 to=1 destination=1 numtx=1 seqnum=11 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=5154 	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=5154 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=5155 	id=7   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5155 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5157 	id=9   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5160 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5160 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5163 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5173 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5193 	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5196 	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5199 	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5209 	id=12  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5233 	id=9   	Node	scanning on channel=26...[NODE]
asn=5233 	id=12  	Node	scanning on channel=15...[NODE]
asn=5233 	id=2   	Node	scanning on channel=20...[NODE]
asn=5233 	id=5   	Node	scanning on channel=25...[NODE]
asn=5233 	id=6   	Node	scanning on channel=25...[NODE]
asn=5233 	id=13  	Node	scanning on channel=15...[NODE]
asn=5233 	id=7   	Node	scanning on channel=15...[NODE]
asn=5233 	id=8   	Node	scanning on channel=25...[NODE]
asn=5247 	id=10  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5254 	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5260 	id=14  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5265 	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5288 	id=5   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=5326 	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=5326 	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=5326 	id=4   	App	generate a packet, seqnum=26 for=1 [PACKET_SOURCE]
asn=5326 	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=5326 	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=5326 	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
