asn=0    	id=-1  	Main	copying configuration file E:\TSCH-2022\matlab-simulation\scenario_1\config.json to output directory E:\TSCH-2022\results\2022-05-06_17-09-05\config.json[MAIN]
asn=27141	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27146	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27148	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27150	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27150	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27150	id=2   	App	generate a packet, seqnum=513 for=1 [PACKET_SOURCE]
asn=27150	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27150	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27150	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27150	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 513], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27150	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27153	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27156	id=1   	App	rx app packet seqnum=513 from=2 at cell [ts: 4, co: 4][NODE]
asn=27156	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=513 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27156	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27156	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27158	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27160	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27167	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27171	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27171	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27171	id=2   	App	generate a packet, seqnum=514 for=1 [PACKET_SOURCE]
asn=27171	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27171	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27171	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27171	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 514], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27171	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27172	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27172	id=1   	App	rx app packet seqnum=514 from=2 at cell [ts: 4, co: 4][NODE]
asn=27172	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=514 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27172	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27172	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27173	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27180	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27183	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27189	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27189	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27189	id=2   	App	generate a packet, seqnum=515 for=1 [PACKET_SOURCE]
asn=27189	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27189	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27189	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27189	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 515], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27189	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27195	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27196	id=1   	App	rx app packet seqnum=515 from=2 at cell [ts: 4, co: 4][NODE]
asn=27196	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=515 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27196	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27196	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27199	id=10  	Node	scanning on channel=15...[NODE]
asn=27202	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27206	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27208	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27210	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27210	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27210	id=2   	App	generate a packet, seqnum=516 for=1 [PACKET_SOURCE]
asn=27210	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27210	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27210	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27210	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 516], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27210	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27212	id=1   	App	rx app packet seqnum=516 from=2 at cell [ts: 4, co: 4][NODE]
asn=27212	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=516 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27212	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27212	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27218	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27220	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27221	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27224	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27232	id=6   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27232	id=6   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27233	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27240	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27240	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27241	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27241	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27241	id=2   	App	generate a packet, seqnum=517 for=1 [PACKET_SOURCE]
asn=27241	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27241	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27241	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27241	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 517], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27241	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27243	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27244	id=1   	App	rx app packet seqnum=517 from=2 at cell [ts: 4, co: 4][NODE]
asn=27244	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=517 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27244	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27244	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27245	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27249	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27250	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27250	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27250	id=2   	App	generate a packet, seqnum=518 for=1 [PACKET_SOURCE]
asn=27250	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27250	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27250	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27250	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 518], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27250	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27252	id=1   	App	rx app packet seqnum=518 from=2 at cell [ts: 4, co: 4][NODE]
asn=27252	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=518 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27252	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27252	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27253	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27258	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27262	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27270	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27271	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27280	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27280	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27280	id=2   	App	generate a packet, seqnum=519 for=1 [PACKET_SOURCE]
asn=27280	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27280	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27280	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27280	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 519], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27280	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27282	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27283	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27284	id=1   	App	rx app packet seqnum=519 from=2 at cell [ts: 4, co: 4][NODE]
asn=27284	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=519 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27284	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27284	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27290	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27290	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27293	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27300	id=10  	Node	scanning on channel=17...[NODE]
asn=27300	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27300	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27300	id=2   	App	generate a packet, seqnum=520 for=1 [PACKET_SOURCE]
asn=27300	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27300	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27300	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27300	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 520], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27300	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27300	id=1   	App	rx app packet seqnum=520 from=2 at cell [ts: 4, co: 4][NODE]
asn=27300	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=520 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27300	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27300	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27307	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27310	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27311	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27315	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27317	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27325	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27325	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27325	id=2   	App	generate a packet, seqnum=521 for=1 [PACKET_SOURCE]
asn=27325	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27325	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27325	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27325	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 521], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27325	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27326	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27329	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27332	id=1   	App	rx app packet seqnum=521 from=2 at cell [ts: 4, co: 4][NODE]
asn=27332	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=521 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27332	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27332	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27333	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27342	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27342	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27342	id=2   	App	generate a packet, seqnum=522 for=1 [PACKET_SOURCE]
asn=27342	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27342	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27342	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27342	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 522], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27342	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27342	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27344	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27345	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27348	id=1   	App	rx app packet seqnum=522 from=2 at cell [ts: 4, co: 4][NODE]
asn=27348	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=522 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27348	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27348	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27352	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27354	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27356	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27364	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27365	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27365	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27365	id=2   	App	generate a packet, seqnum=523 for=1 [PACKET_SOURCE]
asn=27365	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27365	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27365	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27365	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 523], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27365	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27368	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27372	id=1   	App	rx app packet seqnum=523 from=2 at cell [ts: 4, co: 4][NODE]
asn=27372	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=523 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27372	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27372	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27373	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27377	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27380	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27380	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27380	id=2   	App	generate a packet, seqnum=524 for=1 [PACKET_SOURCE]
asn=27380	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27380	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27380	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27380	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 524], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27380	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27380	id=1   	App	rx app packet seqnum=524 from=2 at cell [ts: 4, co: 4][NODE]
asn=27380	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=524 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27380	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27380	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27383	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27391	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27397	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27399	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27399	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27399	id=2   	App	generate a packet, seqnum=525 for=1 [PACKET_SOURCE]
asn=27399	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27399	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27399	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27399	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 525], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27399	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27400	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27404	id=1   	App	rx app packet seqnum=525 from=2 at cell [ts: 4, co: 4][NODE]
asn=27404	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=525 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27404	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27404	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27405	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27411	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27414	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27415	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27415	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27415	id=2   	App	generate a packet, seqnum=526 for=1 [PACKET_SOURCE]
asn=27415	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27415	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27415	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27415	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 526], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27415	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27420	id=1   	App	rx app packet seqnum=526 from=2 at cell [ts: 4, co: 4][NODE]
asn=27420	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=526 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27420	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27420	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27423	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27424	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27425	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27438	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27440	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27447	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27450	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27452	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27452	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27452	id=2   	App	generate a packet, seqnum=527 for=1 [PACKET_SOURCE]
asn=27452	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27452	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27452	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27452	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 527], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27452	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27452	id=1   	App	rx app packet seqnum=527 from=2 at cell [ts: 4, co: 4][NODE]
asn=27452	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=527 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27452	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27452	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27458	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27458	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27458	id=2   	App	generate a packet, seqnum=528 for=1 [PACKET_SOURCE]
asn=27458	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27458	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27458	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27458	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 528], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27458	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27460	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27460	id=1   	App	rx app packet seqnum=528 from=2 at cell [ts: 4, co: 4][NODE]
asn=27460	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=528 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27460	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27460	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27462	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27472	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27473	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27477	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27487	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27489	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27490	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27490	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27490	id=2   	App	generate a packet, seqnum=529 for=1 [PACKET_SOURCE]
asn=27490	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27490	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27490	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27490	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 529], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27490	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27492	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27492	id=1   	App	rx app packet seqnum=529 from=2 at cell [ts: 4, co: 4][NODE]
asn=27492	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=529 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27492	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27492	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27496	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27501	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27502	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27504	id=8   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27510	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27510	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27510	id=2   	App	generate a packet, seqnum=530 for=1 [PACKET_SOURCE]
asn=27510	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27510	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27510	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=27510	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 530], channel offset=4 timeslot=4[SCHEDULER NEW]
asn=27510	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=27516	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27516	id=1   	App	rx app packet seqnum=530 from=2 at cell [ts: 4, co: 4][NODE]
asn=27516	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=530 packet buffer: timeslot: 4 channel offset: 4 acked=true, remove packet[NODE]
asn=27516	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27516	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27518	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27521	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27525	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27527	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=27527	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=27527	id=2   	App	generate a packet, seqnum=531 for=1 [PACKET_SOURCE]
asn=27527	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=27527	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=27527	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
